S1980,NCD
S1981,NCD
S1982,NCD
S1983,NCD
S1984,NCD
S1985,HFHS
S1986,HFHS
S1987,HFHS
S1988,HFHS
S1989,HFHS
S1990,LG
S1991,LG
S1992,LG
S1993,LG
S1994,LG
S1995,LJ
S1996,LJ
S1997,LJ
S1998,LJ
