Parametric p-value,FDR,Geom mean of intensities in class 1,Geom mean of intensities in class 2,Fold-change(KD/C),UniqueID,Symbol
0.0487003,1,1.01,1.27,1.2658227848101264,ENSG00000177725,AC105206.1
0.0487003,1,1.01,1.27,1.2658227848101264,ENSG00000213740,SERBP1P1
0.0487003,1,1.01,1.27,1.2658227848101264,ENSG00000236111,RP11-630I5.1
0.0487003,1,1.01,1.27,1.2658227848101264,ENSG00000268510,IFNL3P1
0.0487382,1,96.63,135.38,1.4084507042253522,ENSG00000188529,SRSF10
0.0487661,1,27.94,18.16,0.6493506493506493,ENSG00000112773,FAM46A
0.0487786,1,7.04,18.58,2.6315789473684212,ENSG00000140534,TICRR
0.0487917,1,1.11,1.61,1.4492753623188408,ENSG00000234093,RPS15AP11
0.0488228,1,1.01,1.27,1.2658227848101264,ENSG00000103489,XYLT1
0.0488228,1,1.01,1.27,1.2658227848101264,ENSG00000256625,RP11-582E3.4
0.0488428,1,1.48,3.04,2.0408163265306123,ENSG00000116678,LEPR
0.0489894,1,24.82,11.25,0.45248868778280543,ENSG00000126062,TMEM115
0.0490001,1,1.33,2.74,2.0408163265306123,ENSG00000245317,CTC-241N9.1
0.0491212,1,1.01,1.26,1.25,ENSG00000130427,EPO
0.0491212,1,1.01,1.26,1.25,ENSG00000229694,RP11-305L7.6
0.0491212,1,1.01,1.26,1.25,ENSG00000237892,KLF7-IT1
0.0491212,1,1.01,1.26,1.25,ENSG00000272524,RP11-254F7.4
0.0491654,1,2.5,6.01,2.380952380952381,ENSG00000260081,RP11-66N11.8
0.0491729,1,36.91,18.26,0.49504950495049505,ENSG00000179409,GEMIN4
0.0492365,1,22.17,34.4,1.5625,ENSG00000163590,PPM1L
0.0492671,1,1.73,3.52,2.0408163265306123,ENSG00000267254,CTD-2162K18.5
0.0493336,1,1.9,4.43,2.3255813953488373,ENSG00000273162,RP11-108L7.15
0.0494077,1,13.77,22.63,1.639344262295082,ENSG00000135541,AHI1
0.0494551,1,62.41,82.6,1.3157894736842106,ENSG00000130749,ZC3H4
0.0495716,1,72.29,47.9,0.6622516556291391,ENSG00000120451,SNX19
0.0495861,1,42.6,63.74,1.4925373134328357,ENSG00000125871,MGME1
0.0496129,1,4.28,10.89,2.564102564102564,ENSG00000137955,RABGGTB
0.0496526,1,220.84,152.07,0.6896551724137931,ENSG00000128272,ATF4
0.0496557,1,25.26,16.22,0.641025641025641,ENSG00000173614,NMNAT1
0.0498112,1,182.32,107.2,0.5882352941176471,ENSG00000211584,SLC48A1
0.0498288,1,1.82,3.82,2.0833333333333335,ENSG00000177034,MTX3
0.0499481,1,16.18,26.97,1.6666666666666667,ENSG00000164742,ADCY1
0.049992,1,18.57,44.22,2.380952380952381,ENSG00000187240,DYNC2H1
0.0500323,1,13.16,5.77,0.4385964912280702,ENSG00000144231,POLR2D
0.0500391,1,1.01,1.4,1.3888888888888888,ENSG00000168062,BATF2
0.0500391,1,1.01,1.4,1.3888888888888888,ENSG00000231858,AC067945.4
0.0500792,1,3.06,7.32,2.380952380952381,ENSG00000072201,LNX1
0.0501302,1,31.83,89.71,2.857142857142857,ENSG00000186522,10-Sep
0.0501561,1,25.04,63.07,2.5,ENSG00000175054,ATR
0.0501815,1,114.8,153.05,1.3333333333333333,ENSG00000117614,SYF2
0.0501963,1,1552.99,3275.14,2.127659574468085,ENSG00000131747,TOP2A
0.0502228,1,23.29,52.31,2.2222222222222223,ENSG00000137942,FNBP1L
0.0503187,1,3.09,1.14,0.3676470588235294,ENSG00000150722,PPP1R1C
0.0503316,1,112.01,77.84,0.6944444444444444,ENSG00000131507,NDFIP1
0.0503451,1,191.26,138.1,0.7246376811594204,ENSG00000004455,AK2
0.0503638,1,5.91,2.36,0.4,ENSG00000269399,CTD-3222D19.7
0.0503678,1,66.54,120.71,1.8181818181818181,ENSG00000147133,TAF1
0.0503849,1,41.44,109.76,2.6315789473684212,ENSG00000083642,PDS5B
0.0503865,1,1.64,3.88,2.380952380952381,ENSG00000269190,FBXO17
0.0504419,1,1.02,1.14,1.1111111111111112,ENSG00000244513,CTD-2013N24.2
0.0505786,1,5.94,17.77,3.0303030303030303,ENSG00000111731,C2CD5
0.0505872,1,2.47,6.12,2.5,ENSG00000174206,C12orf66
0.0505976,1,40.62,26.31,0.6493506493506493,ENSG00000138593,SECISBP2L
0.050608,1,3.74,11.07,2.941176470588235,ENSG00000198732,SMOC1
0.0506248,1,1.02,1.67,1.639344262295082,ENSG00000252916,RNU6-762P
0.0506342,1,31.68,61.96,1.9607843137254901,ENSG00000184117,NIPSNAP1
0.0507954,1,5.19,10.09,1.9607843137254901,ENSG00000102967,DHODH
0.050903,1,1.23,2.7,2.2222222222222223,ENSG00000238005,RP11-443B7.1
0.0510832,1,1.55,4.8,3.125,ENSG00000203814,HIST2H2BF
0.0511586,1,133.84,189.98,1.4285714285714286,ENSG00000167513,CDT1
0.0511801,1,2.76,1.14,0.4132231404958678,ENSG00000009765,IYD
0.0511814,1,151.25,99.08,0.6535947712418301,ENSG00000205352,PRR13
0.0511961,1,11.08,6.64,0.5988023952095809,ENSG00000197375,SLC22A5
0.0512237,1,2.13,1.14,0.53475935828877,ENSG00000237588,RP11-66D17.3
0.0513552,1,131.19,264.63,2.0,ENSG00000198901,PRC1
0.0513711,1,2.75,8.6,3.125,ENSG00000183161,FANCF
0.0514078,1,15.84,10.07,0.6369426751592356,ENSG00000183077,AFMID
0.0514182,1,1.3,2.4,1.8518518518518516,ENSG00000197943,PLCG2
0.0514628,1,3.82,10.81,2.857142857142857,ENSG00000005249,PRKAR2B
0.0515326,1,4.11,12.55,3.0303030303030303,ENSG00000198839,ZNF277
0.0515542,1,31.65,52.15,1.639344262295082,ENSG00000117868,ESYT2
0.0516625,1,41.19,53.09,1.282051282051282,ENSG00000112146,FBXO9
0.0516828,1,41.6,63.59,1.5384615384615383,ENSG00000171467,ZNF318
0.0520045,1,21.36,44.01,2.0408163265306123,ENSG00000198783,ZNF830
0.0520983,1,492.43,349.99,0.7092198581560284,ENSG00000150779,TIMM8B
0.0521091,1,1.52,2.92,1.923076923076923,ENSG00000261485,PAN3-AS1
0.052173,1,15.99,24.76,1.5384615384615383,ENSG00000101846,STS
0.0522112,1,16.79,21.25,1.2658227848101264,ENSG00000134014,ELP3
0.05235,1,4.16,7.12,1.7241379310344829,ENSG00000241635,UGT1A8
0.0524959,1,8.28,4.02,0.4854368932038835,ENSG00000257218,GATC
0.0525498,1,1.01,1.34,1.3157894736842106,ENSG00000008056,SYN1
0.0525498,1,1.01,1.34,1.3157894736842106,ENSG00000222036,POTEG
0.0525776,1,4.18,1.87,0.4464285714285714,ENSG00000099338,CATSPERG
0.0526493,1,1.51,3.04,2.0,ENSG00000187068,C3orf70
0.052726,1,5.2,12.69,2.4390243902439024,ENSG00000104231,ZFAND1
0.0527392,1,1.01,1.33,1.3157894736842106,ENSG00000161281,COX7A1
0.0527392,1,1.01,1.33,1.3157894736842106,ENSG00000237821,AC083873.4
0.0527511,1,36.28,70.34,1.923076923076923,ENSG00000106785,TRIM14
0.0527542,1,1.03,2.02,1.9607843137254901,ENSG00000120055,C10orf95
0.0527542,1,1.03,2.02,1.9607843137254901,ENSG00000243910,TUBA4B
0.0527886,1,43.43,25.06,0.5780346820809249,ENSG00000135637,CCDC142
0.052844,1,1.02,1.62,1.5873015873015872,ENSG00000268175,AC117395.1
0.0530616,1,13.59,40.64,3.0303030303030303,ENSG00000090061,CCNK
0.0530974,1,200,278.43,1.3888888888888888,ENSG00000119314,PTBP3
0.0531496,1,1.02,1.56,1.5151515151515151,ENSG00000166634,SERPINB12
0.0531496,1,1.02,1.56,1.5151515151515151,ENSG00000231172,AC007099.1
0.0531496,1,1.02,1.56,1.5151515151515151,ENSG00000243014,PTMAP8
0.0532488,1,1.29,2.24,1.7241379310344829,ENSG00000067840,PDZD4
0.0534771,1,6.17,12.88,2.0833333333333335,ENSG00000133104,SPG20
0.0535017,1,19.79,47.74,2.4390243902439024,ENSG00000117174,ZNHIT6
0.0535129,1,16.61,29.61,1.7857142857142856,ENSG00000260822,GS1-358P8.4
0.053528,1,119.23,84.49,0.7092198581560284,ENSG00000112893,MAN2A1
0.0535424,1,19.27,11.65,0.6060606060606061,ENSG00000153574,RPIA
0.0535729,1,4.1,10.2,2.5,ENSG00000066827,ZFAT
0.0535862,1,17.08,31.36,1.8518518518518516,ENSG00000164649,CDCA7L
0.0536301,1,142.43,98.73,0.6944444444444444,ENSG00000166135,HIF1AN
0.0536522,1,1.04,1.89,1.8181818181818181,ENSG00000114115,RBP1
0.0537102,1,9.38,14.23,1.5151515151515151,ENSG00000184445,KNTC1
0.0537388,1,61.34,32.83,0.53475935828877,ENSG00000087077,TRIP6
0.0537628,1,18.53,9.92,0.53475935828877,ENSG00000038532,CLEC16A
0.0537682,1,1.19,2.12,1.7857142857142856,ENSG00000235280,MCF2L-AS1
0.0537846,1,1.25,2.15,1.7241379310344829,ENSG00000187824,TMEM220
0.0538286,1,29.73,14.9,0.5,ENSG00000158246,FAM46B
0.0538929,1,77.99,53.52,0.684931506849315,ENSG00000139645,ANKRD52
0.0539054,1,4.01,11.44,2.857142857142857,ENSG00000100109,TFIP11
0.0539082,1,1.61,4.65,2.857142857142857,ENSG00000250244,CTB-49A3.4
0.0539449,1,158.27,220.36,1.3888888888888888,ENSG00000107262,BAG1
0.0540258,1,1.02,1.58,1.5384615384615383,ENSG00000233207,RP11-216M21.7
0.0540895,1,77.91,157.94,2.0408163265306123,ENSG00000108064,TFAM
0.054103,1,1.31,2.7,2.0408163265306123,ENSG00000269994,RP11-276H19.2
0.0541951,1,1.17,1.95,1.6666666666666667,ENSG00000140285,FGF7
0.054359,1,1.66,3.52,2.127659574468085,ENSG00000234171,RNASEH1-AS1
0.0543958,1,24.15,13.34,0.5524861878453039,ENSG00000163820,FYCO1
0.0544806,1,1.29,2.86,2.2222222222222223,ENSG00000131370,SH3BP5
0.0544839,1,8.6,3.1,0.36101083032490977,ENSG00000189433,GJB4
0.054555,1,1.84,4.06,2.2222222222222223,ENSG00000100023,PPIL2
0.0547264,1,141.09,221.54,1.5625,ENSG00000145675,PIK3R1
0.0547477,1,1.48,3.03,2.0408163265306123,ENSG00000269430,LRRC3DN
0.0547516,1,1.14,1.95,1.6949152542372883,ENSG00000241735,FABP5P3
0.0548515,1,26.11,44.17,1.6949152542372883,ENSG00000116017,ARID3A
0.0548529,1,216.1,314.21,1.4492753623188408,ENSG00000108848,LUC7L3
0.0548857,1,106.15,201.18,1.8867924528301885,ENSG00000101972,STAG2
0.0549974,1,2.72,7.04,2.564102564102564,ENSG00000225241,RP11-640M9.2
0.0551133,1,129.43,79.25,0.6134969325153374,ENSG00000123159,GIPC1
0.0551322,1,12.83,24.68,1.923076923076923,ENSG00000158092,NCK1
0.055158,1,338.65,498.95,1.4705882352941175,ENSG00000136485,DCAF7
0.0551824,1,36.2,15.88,0.4385964912280702,ENSG00000182938,OTOP3
0.0551972,1,160.06,239.84,1.4925373134328357,ENSG00000145907,G3BP1
0.0553092,1,3.13,1,0.3194888178913738,ENSG00000125355,TMEM255A
0.0554683,1,12.14,23.13,1.923076923076923,ENSG00000175105,ZNF654
0.0554893,1,1.16,1.9,1.639344262295082,ENSG00000271344,RP11-274B21.9
0.0556001,1,52.12,93.99,1.8181818181818181,ENSG00000123609,NMI
0.0557384,1,3.28,7.98,2.4390243902439024,ENSG00000221944,TIGD1
0.0557634,1,13.79,4.11,0.2976190476190476,ENSG00000163207,IVL
0.0557661,1,23.34,13.95,0.5988023952095809,ENSG00000076067,RBMS2
0.0557895,1,73.9,121.07,1.639344262295082,ENSG00000198752,CDC42BPB
0.0559194,1,2.18,5.89,2.7027027027027026,ENSG00000205643,CDPF1
0.0559396,1,15.56,33.38,2.127659574468085,ENSG00000085276,MECOM
0.0559596,1,17.71,10.84,0.6134969325153374,ENSG00000174276,ZNHIT2
0.0559923,1,947.27,665.62,0.7042253521126761,ENSG00000122359,ANXA11
0.0560597,1,25.83,41.45,1.6129032258064517,ENSG00000059145,UNKL
0.0561075,1,1.27,2.26,1.7857142857142856,ENSG00000241120,HMGN1P8
0.0561079,1,2.51,5.66,2.272727272727273,ENSG00000259071,RP11-247L20.4
0.0561364,1,36.47,67.46,1.8518518518518516,ENSG00000036054,TBC1D23
0.056163,1,40.56,71.35,1.7543859649122808,ENSG00000123684,LPGAT1
0.0561788,1,14.91,23.84,1.5873015873015872,ENSG00000120071,KANSL1
0.0561923,1,2.92,1.3,0.4444444444444444,ENSG00000256940,RP11-783K16.5
0.056214,1,1.02,1.4,1.36986301369863,ENSG00000131788,PIAS3
0.056214,1,1.02,1.4,1.36986301369863,ENSG00000236618,PITPNA-AS1
0.056214,1,1.02,1.4,1.36986301369863,ENSG00000249803,RP11-114H21.2
0.0562224,1,46.47,34.05,0.7352941176470588,ENSG00000159461,AMFR
0.0562289,1,3.89,1.45,0.3717472118959108,ENSG00000129749,CHRNA10
0.0562552,1,26.14,49.91,1.923076923076923,ENSG00000099284,H2AFY2
0.056333,1,9.62,20.44,2.127659574468085,ENSG00000112029,FBXO5
0.0563485,1,10.71,5.6,0.5235602094240838,ENSG00000077348,EXOSC5
0.0564135,1,1.27,2.5,1.9607843137254901,ENSG00000201610,RNA5SP84
0.0564192,1,1.01,1.27,1.25,ENSG00000141161,UNC45B
0.0564192,1,1.01,1.27,1.25,ENSG00000171722,C1orf111
0.0564192,1,1.01,1.27,1.25,ENSG00000233961,RP11-87H9.2
0.0564192,1,1.01,1.27,1.25,ENSG00000253515,RP11-417F21.2
0.0564192,1,1.01,1.27,1.25,ENSG00000258119,RP11-804F13.1
0.0564192,1,1.01,1.27,1.25,ENSG00000263755,RN7SL498P
0.0564192,1,1.01,1.27,1.25,ENSG00000266537,CTD-2510F5.2
0.0564318,1,330.56,612.39,1.8518518518518516,ENSG00000094916,CBX5
0.0565369,1,491.61,307.81,0.625,ENSG00000231925,TAPBP
0.0565713,1,25.81,35.92,1.3888888888888888,ENSG00000148572,NRBF2
0.056638,1,14.58,38.69,2.6315789473684212,ENSG00000102908,NFAT5
0.0566723,1,2.37,1.08,0.45248868778280543,ENSG00000237976,RP11-126K1.6
0.0566779,1,1.01,1.27,1.25,ENSG00000137561,TTPA
0.0566779,1,1.01,1.27,1.25,ENSG00000228808,HMGB3P4
0.0566779,1,1.01,1.27,1.25,ENSG00000242737,RP11-562A8.1
0.0566779,1,1.01,1.27,1.25,ENSG00000247934,RP11-967K21.1
0.0566779,1,1.01,1.27,1.25,ENSG00000262222,RP11-876N24.4
0.0566844,1,100.64,54.67,0.5434782608695652,ENSG00000187608,ISG15
0.056714,1,10.28,18.43,1.7857142857142856,ENSG00000156875,HIAT1
0.0567645,1,30.61,18.68,0.6097560975609756,ENSG00000132356,PRKAA1
0.0567651,1,1.09,1.45,1.3333333333333333,ENSG00000272240,RP5-855D21.1
0.0568898,1,6.44,2.7,0.41841004184100417,ENSG00000169570,DTWD2
0.0570025,1,55.37,111.05,2.0,ENSG00000198554,WDHD1
0.0570076,1,205.98,376.06,1.8181818181818181,ENSG00000182670,TTC3
0.0570681,1,40.71,28.12,0.6896551724137931,ENSG00000179833,SERTAD2
0.0570793,1,5.84,29.12,5.0,ENSG00000011243,AKAP8L
0.0571066,1,1.07,1.61,1.5151515151515151,ENSG00000240152,RP11-16N2.1
0.0571645,1,4.3,10.89,2.5,ENSG00000164808,SPIDR
0.0571975,1,1.11,1.77,1.5873015873015872,ENSG00000236065,RP1-117O3.2
0.0572,1,1.03,1.71,1.6666666666666667,ENSG00000239435,KCNMB3P1
0.0572277,1,1.85,4.37,2.380952380952381,ENSG00000252498,RNU6-1016P
0.0572525,1,2.19,4.43,2.0408163265306123,ENSG00000213928,IRF9
0.0573106,1,1.01,1.26,1.25,ENSG00000105549,THEG
0.0573106,1,1.01,1.26,1.25,ENSG00000178404,DDC8
0.0573106,1,1.01,1.26,1.25,ENSG00000199740,Y_RNA
0.0573131,1,229.28,100.08,0.4366812227074236,ENSG00000074416,MGLL
0.0573159,1,47.64,69.79,1.4705882352941175,ENSG00000132142,ACACA
0.0573482,1,1.03,1.22,1.1904761904761905,ENSG00000087495,PHACTR3
0.057398,1,1.04,1.89,1.8181818181818181,ENSG00000203266,RP11-560A15.3
0.0574363,1,40.71,28.67,0.7042253521126761,ENSG00000127463,EMC1
0.0574972,1,1.04,1.22,1.1764705882352942,ENSG00000215007,DNAJA1P3
0.0575539,1,37.83,23.69,0.625,ENSG00000138107,ACTR1A
0.0575566,1,100.07,152.38,1.5151515151515151,ENSG00000166454,ATMIN
0.05756,1,6.41,11.04,1.7241379310344829,ENSG00000173041,ZNF680
0.0576515,1,5.26,2.11,0.4016064257028112,ENSG00000261126,RBFADN
0.057703,1,4.44,2.18,0.4926108374384237,ENSG00000160055,TMEM234
0.0577365,1,140.99,209.29,1.4925373134328357,ENSG00000115524,SF3B1
0.0578389,1,62.02,92.71,1.4925373134328357,ENSG00000153015,CWC27
0.0578674,1,18.53,12.4,0.6711409395973155,ENSG00000131944,C19orf40
0.0579499,1,23.89,34.73,1.4492753623188408,ENSG00000170852,KBTBD2
0.0579534,1,34.55,23.18,0.6711409395973155,ENSG00000072958,AP1M1
0.0581485,1,19.29,33.3,1.7241379310344829,ENSG00000226137,BAIAP2-AS1
0.0581925,1,40.4,52.99,1.3157894736842106,ENSG00000184863,RBM33
0.058198,1,1.33,2.36,1.7857142857142856,ENSG00000149970,CNKSR2
0.0583512,1,49.79,68.68,1.3888888888888888,ENSG00000112473,SLC39A7
0.0583571,1,1.04,1.89,1.8181818181818181,ENSG00000149305,HTR3B
0.0585692,1,241.22,203.27,0.8403361344537815,ENSG00000120705,ETF1
0.0586024,1,1.22,2.08,1.6949152542372883,ENSG00000089041,P2RX7
0.0586043,1,116.42,80.06,0.6896551724137931,ENSG00000142507,PSMB6
0.0586396,1,2.35,1,0.425531914893617,ENSG00000153902,LGI4
0.0586826,1,2.62,7.11,2.7027027027027026,ENSG00000233178,RP11-88I18.2
0.0588364,1,1.3,2.28,1.7543859649122808,ENSG00000100167,3-Sep
0.0588843,1,129.21,88.12,0.6802721088435374,ENSG00000213465,ARL2
0.0590121,1,9.25,16.1,1.7543859649122808,ENSG00000221990,C5orf55
0.0591124,1,111.53,162.05,1.4492753623188408,ENSG00000148296,SURF6
0.0591572,1,1.03,1.71,1.6666666666666667,ENSG00000238186,RP11-656D10.6
0.0591716,1,13.46,17.71,1.3157894736842106,ENSG00000151883,PARP8
0.059172,1,59.27,81.41,1.36986301369863,ENSG00000197006,METTL9
0.0592265,1,6.33,14.73,2.3255813953488373,ENSG00000144306,SCRN3
0.0592522,1,2.83,7,2.4390243902439024,ENSG00000063438,AHRR
0.0592551,1,1.69,4.2,2.5,ENSG00000158813,EDA
0.0592653,1,9.67,35.98,3.7037037037037033,ENSG00000149089,APIP
0.0593091,1,1.03,1.52,1.4705882352941175,ENSG00000105982,RNF32
0.0593176,1,30.38,50.34,1.6666666666666667,ENSG00000153767,GTF2E1
0.059337,1,15.61,10.98,0.7042253521126761,ENSG00000103160,HSDL1
0.0593652,1,74.51,119.69,1.6129032258064517,ENSG00000134313,KIDINS220
0.0593833,1,2.06,7.19,3.4482758620689657,ENSG00000248109,CTC-295J13.3
0.0593985,1,154.95,267.83,1.7241379310344829,ENSG00000084463,WBP11
0.0594742,1,5.07,2.16,0.425531914893617,ENSG00000170848,PSG6
0.0595553,1,9.32,5.89,0.6329113924050632,ENSG00000116809,ZBTB17
0.0595912,1,17.54,27.28,1.5625,ENSG00000104427,ZC2HC1A
0.0596236,1,1.03,1.71,1.6666666666666667,ENSG00000233056,ERVH48-1
0.0596666,1,27.3,52.02,1.923076923076923,ENSG00000073756,PTGS2
0.0597344,1,6.52,3.05,0.4694835680751174,ENSG00000167601,AXL
0.05977,1,7.62,2.46,0.3225806451612903,ENSG00000271725,RP11-761I4.4
0.0597715,1,32.66,21.68,0.6622516556291391,ENSG00000160688,FLAD1
0.0598509,1,15.05,40.72,2.7027027027027026,ENSG00000248905,FMN1
0.0599105,1,7.64,3.05,0.4,ENSG00000187997,C17orf99
0.0599826,1,138.91,266.98,1.923076923076923,ENSG00000114209,PDCD10
0.0600704,1,10.67,4.41,0.4132231404958678,ENSG00000170837,GPR27
0.0600849,1,22.68,12.06,0.5319148936170213,ENSG00000149809,TM7SF2
0.0601194,1,1.03,1.58,1.5384615384615383,ENSG00000249020,SNORA58
0.0601224,1,209.3,153.87,0.7352941176470588,ENSG00000188112,C6orf132
0.0601326,1,20.53,14.66,0.7142857142857143,ENSG00000162104,ADCY9
0.0601471,1,1.42,2.2,1.5625,ENSG00000258050,RP11-698F20.3
0.0601823,1,79.91,112.2,1.4084507042253522,ENSG00000162599,NFIA
0.0602433,1,1.04,1.36,1.2987012987012987,ENSG00000237476,XXbac-B135H6.15
0.0602575,1,1.49,2.77,1.8518518518518516,ENSG00000261789,RP11-709D24.5
0.060318,1,1.02,1.34,1.3157894736842106,ENSG00000164037,SLC9B1
0.060318,1,1.02,1.34,1.3157894736842106,ENSG00000207110,RNU1-106P
0.0603798,1,1.13,1.95,1.7241379310344829,ENSG00000235652,RP11-545I5.3
0.0603862,1,20.88,35.01,1.6666666666666667,ENSG00000121749,TBC1D15
0.060397,1,45.45,29.34,0.6451612903225806,ENSG00000148346,LCN2
0.0604024,1,474.89,738.29,1.5625,ENSG00000158417,EIF5B
0.0604208,1,6.97,11.05,1.5873015873015872,ENSG00000115966,ATF2
0.0604369,1,337.72,223.35,0.6622516556291391,ENSG00000183741,CBX6
0.0604438,1,39.91,57.89,1.4492753623188408,ENSG00000110841,PPFIBP1
0.0605068,1,14.21,8.9,0.625,ENSG00000123545,NDUFAF4
0.0605337,1,10.41,18.97,1.8181818181818181,ENSG00000048405,ZNF800
0.0605384,1,165.16,126.98,0.7692307692307692,ENSG00000087586,AURKA
0.060683,1,2.13,4.75,2.2222222222222223,ENSG00000222020,AC062017.1
0.0607267,1,207.33,436.11,2.0833333333333335,ENSG00000117523,PRRC2C
0.0607638,1,12.79,27.32,2.127659574468085,ENSG00000125398,SOX9
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000113555,PCDH12
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000170962,PDGFD
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000200742,Y_RNA
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000227470,AC073415.2
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000234139,RP4-550H1.4
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000237685,RP11-360O19.4
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000243637,AC019221.4
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000254409,RP11-613D13.4
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000254634,RP11-231C14.3
0.0608338,1,1.01,1.14,1.1363636363636365,ENSG00000273210,AP001437.1
0.0608992,1,30.94,39.52,1.282051282051282,ENSG00000119953,SMNDC1
0.0609419,1,2.18,1,0.4587155963302752,ENSG00000225761,RP11-417O11.5
0.0609951,1,1.03,1.67,1.6129032258064517,ENSG00000266420,RN7SL118P
0.0610113,1,6.22,20.09,3.2258064516129035,ENSG00000178234,GALNT11
0.0610208,1,1.27,2.68,2.127659574468085,ENSG00000269937,RP11-20I23.8
0.061042,1,759.5,630.29,0.8264462809917356,ENSG00000129235,TXNDC17
0.0610794,1,24.87,36.25,1.4492753623188408,ENSG00000171033,PKIA
0.0610823,1,1.91,4.46,2.3255813953488373,ENSG00000267383,CTC-260E6.6
0.0610842,1,24.57,14.87,0.6060606060606061,ENSG00000178605,GTPBP6
0.0611344,1,42.37,21.35,0.5050505050505051,ENSG00000136986,DERL1
0.0611457,1,8.77,16.13,1.8518518518518516,ENSG00000066651,TRMT11
0.0611595,1,8.51,5.33,0.625,ENSG00000138111,TMEM180
0.0611775,1,1.82,3.94,2.1739130434782608,ENSG00000255458,RP11-539G18.2
0.0611886,1,1.03,1.56,1.5151515151515151,ENSG00000111291,GPRC5D
0.0611886,1,1.03,1.56,1.5151515151515151,ENSG00000272690,RP11-803B1.8
0.0612418,1,131.74,89.75,0.6802721088435374,ENSG00000141959,PFKL
0.0612456,1,53.87,29.71,0.5524861878453039,ENSG00000127838,PNKD
0.0612516,1,14.2,26.04,1.8181818181818181,ENSG00000140455,USP3
0.0612656,1,36.15,82.78,2.272727272727273,ENSG00000163938,GNL3
0.06134,1,2112.56,2784.55,1.3157894736842106,ENSG00000181163,NPM1
0.0615373,1,8.43,5.4,0.641025641025641,ENSG00000184434,LRRC19
0.0615626,1,1.21,2.13,1.7543859649122808,ENSG00000179873,NLRP11
0.0615822,1,57.17,32.34,0.5649717514124294,ENSG00000188290,HES4
0.0616363,1,35.33,70.54,2.0,ENSG00000106571,GLI3
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000133083,DCLK1
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000189045,ANKDD1B
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000203878,CHIAP2
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000212722,KRTAP4-9
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000228928,AC002069.5
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000251314,CTD-2337A12.1
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000251521,IMPA1P
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000254370,RP11-181B11.1
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000255282,WTAPP1
0.0616743,1,1.01,1.14,1.1235955056179776,ENSG00000263063,RP11-388C12.1
0.0617017,1,17.01,11.81,0.6944444444444444,ENSG00000151806,GUF1
0.0617266,1,18.15,11.69,0.6451612903225806,ENSG00000100058,CRYBB2P1
0.0617692,1,1.09,1.65,1.5151515151515151,ENSG00000197635,DPP4
0.0618986,1,3.27,10.37,3.125,ENSG00000168016,TRANK1
0.0619764,1,1.22,2.06,1.6949152542372883,ENSG00000213279,RP1-29C18.9
0.0620371,1,3.56,10.58,2.941176470588235,ENSG00000186226,LCE1E
0.0621049,1,1.04,1.3,1.25,ENSG00000270659,RP11-105N14.1
0.0622015,1,115.54,58.91,0.5102040816326531,ENSG00000154370,TRIM11
0.0622846,1,1.04,1.71,1.639344262295082,ENSG00000073067,CYP2W1
0.0622967,1,23.19,49.27,2.127659574468085,ENSG00000164307,ERAP1
0.0624015,1,48.83,26.87,0.5494505494505494,ENSG00000185803,SLC52A2
0.0624083,1,1.55,3.18,2.0408163265306123,ENSG00000173898,SPTBN2
0.0624243,1,8.37,4.75,0.5681818181818182,ENSG00000125734,GPR108
0.062468,1,45.99,31.56,0.684931506849315,ENSG00000163162,RNF149
0.0624774,1,10.92,4.16,0.38167938931297707,ENSG00000127334,DYRK2
0.0625998,1,15.05,29.85,2.0,ENSG00000118707,TGIF2
0.0626305,1,7.37,3.89,0.5263157894736842,ENSG00000160200,CBS
0.0626424,1,88.14,125.5,1.4285714285714286,ENSG00000165025,SYK
0.0626664,1,7.85,2.48,0.3164556962025316,ENSG00000100038,TOP3B
0.0627098,1,1.06,1.61,1.5151515151515151,ENSG00000162804,SNED1
0.0627581,1,1.26,2.22,1.7543859649122808,ENSG00000236526,RP4-742J24.2
0.0628024,1,13.76,21.56,1.5625,ENSG00000080802,CNOT4
0.0628064,1,25.25,55.79,2.2222222222222223,ENSG00000135655,USP15
0.0628592,1,17.86,9.19,0.5154639175257733,ENSG00000163633,C4orf36
0.0628711,1,5.86,10.88,1.8518518518518516,ENSG00000083097,DOPEY1
0.062945,1,192.23,316.7,1.639344262295082,ENSG00000117289,TXNIP
